Name,x,y,normal,undiff,well_diff,Class
Tile 9245,45039.0,31760.0,2.0510042553212315E-9,2.175293722928018E-9,1.0,well_diff
Tile 9248,45039.0,33296.0,7.567455782009347E-7,7.74757097588008E-7,0.9999985694885254,well_diff
Tile 9249,45039.0,33808.0,6.881449576834342E-11,7.453163086701409E-11,1.0,well_diff
Tile 9250,45039.0,34320.0,2.3093398947256766E-19,2.6477415512726516E-19,1.0,well_diff
Tile 9255,45039.0,36880.0,1.6898415823819659E-16,1.8869460168591436E-16,1.0,well_diff
Tile 9256,45039.0,37392.0,2.2819057754475125E-10,2.4091892369959567E-10,1.0,well_diff
Tile 9259,45039.0,38928.0,5.632888954403134E-15,6.2203579723337735E-15,1.0,well_diff
Tile 9260,45039.0,39440.0,2.4278023147417116E-7,2.5732882136253465E-7,0.9999995231628418,well_diff
Tile 9261,45039.0,39952.0,2.330150216051798E-21,2.708006562204091E-21,1.0,well_diff
Tile 9262,45039.0,40464.0,5.547068664136629E-20,6.380911311794976E-20,1.0,well_diff
Tile 9263,45039.0,40976.0,3.2866797024747064E-20,3.8044937965806214E-20,1.0,well_diff
Tile 9264,45039.0,41488.0,3.6899152178193617E-7,3.874791048019688E-7,0.9999992847442627,well_diff
Tile 9270,45039.0,44560.0,0.04555858299136162,0.045731641352176666,0.9087097644805908,well_diff
Tile 9276,45039.0,47632.0,1.8535608603542642E-9,1.9661927641578814E-9,1.0,well_diff
Tile 9277,45039.0,48144.0,3.992795261087423E-10,4.2750986084527653E-10,1.0,well_diff
Tile 9278,45039.0,48656.0,2.7341037420192116E-12,2.9837850940017674E-12,1.0,well_diff
Tile 9279,45039.0,50192.0,4.915019671640486E-13,5.389255664997594E-13,1.0,well_diff
Tile 9280,45039.0,50704.0,8.637384020905928E-14,9.538345861846015E-14,1.0,well_diff
Tile 9281,45039.0,51216.0,1.4841056161785104E-10,1.5976581169141468E-10,1.0,well_diff
Tile 9282,45039.0,51728.0,4.475899040699005E-4,4.5886606676504016E-4,0.9990935325622559,well_diff
Tile 9289,45039.0,55312.0,1.6927248225329095E-7,1.7740060798132617E-7,0.9999997615814209,well_diff
Tile 9291,45039.0,56336.0,2.6998016983270645E-4,2.7536830748431385E-4,0.99945467710495,well_diff
Tile 9294,45039.0,57872.0,4.019243249331339E-7,9.327135048806667E-4,0.9990670084953308,well_diff
Tile 9295,45039.0,58384.0,4.911113145277681E-20,5.654317154198104E-20,1.0,well_diff
Tile 9296,45039.0,58896.0,8.51483317092061E-4,8.399808430112898E-4,0.998308539390564,well_diff
Tile 9297,45039.0,59408.0,3.8983914419077337E-4,3.957922453992069E-4,0.9992142915725708,well_diff
Tile 9302,45039.0,61968.0,9.038934933869314E-8,9.522394606165108E-8,0.9999997615814209,well_diff
Tile 9305,45039.0,63504.0,4.4906391905258185E-15,5.000772406306246E-15,1.0,well_diff
Tile 9306,45039.0,64016.0,6.235973160073627E-7,6.532907264045207E-7,0.9999988079071045,well_diff
Tile 9307,45039.0,64528.0,6.927403539691568E-9,7.331338647276198E-9,1.0,well_diff
Tile 9308,45039.0,65040.0,3.711886051860347E-7,3.8927359469198564E-7,0.9999992847442627,well_diff
Tile 9310,45039.0,66064.0,4.74220836210737E-12,5.158912359803924E-12,1.0,well_diff
Tile 9313,45039.0,67600.0,9.707138815429062E-6,1.0125170774699654E-5,0.9999802112579346,well_diff
Tile 9316,45039.0,69136.0,1.9448444380148042E-19,2.2210649892116074E-19,1.0,well_diff
Tile 9317,45039.0,69648.0,1.0913993042649395E-9,1.154776496647969E-9,1.0,well_diff
Tile 9321,45039.0,71696.0,4.877785286794278E-9,5.189850327269596E-9,1.0,well_diff
Tile 9326,45039.0,74256.0,3.341765406061903E-11,3.5763874500771564E-11,1.0,well_diff
