Name,x,y,normal,undiff,well_diff,Class
Tile 25,3999.0,1552.0,5.304382472403604E-15,1.0,3.284665698070552E-14,undiff
Tile 29,4512.0,1552.0,4.986295766204723E-15,1.0,3.153155362679849E-14,undiff
Tile 32,4512.0,81936.0,6.149193567533962E-14,1.0,6.284603642613823E-14,undiff
Tile 41,4512.0,86544.0,5.0244814531197335E-8,0.9999998807907104,5.2690875662619874E-8,undiff
Tile 43,4512.0,87568.0,2.8707947130612865E-10,1.0,2.9603308693282315E-10,undiff
Tile 44,5025.0,1040.0,5.3039530030218884E-5,0.9995354413986206,4.115130577702075E-4,undiff
Tile 45,5025.0,1552.0,3.3302671567419975E-15,1.0,3.8543158532963924E-15,undiff
Tile 46,5025.0,79376.0,8.347342261849633E-10,1.0,8.395995010346269E-10,undiff
Tile 47,5025.0,79888.0,7.2240258219835596E-9,1.0,1.8736374229888497E-8,undiff
Tile 49,5025.0,80912.0,1.8685249181249475E-10,0.9999998807907104,1.1726348247975693E-7,undiff
Tile 54,5025.0,83472.0,1.7366607789881527E-4,0.9994932413101196,3.330881299916655E-4,undiff
Tile 57,5025.0,85008.0,5.594556205323897E-5,0.9991596937179565,7.843110943213105E-4,undiff
